timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1676157941126,2691,HTTP Request,502,Bad Gateway,Thread Group 1-985,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,790,155,140,140,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,2691,0,0
1676157941142,2682,HTTP Request,502,Bad Gateway,Thread Group 1-363,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,788,155,138,138,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,2682,0,0
1676157941221,2607,HTTP Request,502,Bad Gateway,Thread Group 1-737,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,794,155,137,137,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,2607,0,0
1676157943685,143,HTTP Request,502,Bad Gateway,Thread Group 1-545,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,796,155,137,137,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,143,0,0
1676157941130,2700,HTTP Request,502,Bad Gateway,Thread Group 1-709,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,135,135,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,2700,0,0
1676157941141,2699,HTTP Request,502,Bad Gateway,Thread Group 1-982,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,134,134,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,2699,0,0
1676157941098,2742,HTTP Request,502,Bad Gateway,Thread Group 1-448,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,134,134,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,2742,0,0
1676157939708,4133,HTTP Request,200,OK,Thread Group 1-73,text,true,,800,155,132,132,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4133,0,0
1676157942795,1048,HTTP Request,502,Bad Gateway,Thread Group 1-673,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,131,131,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,1048,0,0
1676157943712,143,HTTP Request,502,Bad Gateway,Thread Group 1-937,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,804,155,130,130,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,143,0,0
1676157943729,132,HTTP Request,502,Bad Gateway,Thread Group 1-361,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,796,155,129,129,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,132,0,0
1676157938003,5858,HTTP Request,502,Bad Gateway,Thread Group 1-344,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,129,129,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5858,0,1856
1676157938715,5147,HTTP Request,502,Bad Gateway,Thread Group 1-755,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,792,155,128,128,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5147,0,1549
1676157940097,3765,HTTP Request,200,OK,Thread Group 1-29,text,true,,800,155,128,128,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3765,0,0
1676157943733,149,HTTP Request,502,Bad Gateway,Thread Group 1-67,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,127,127,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,148,0,0
1676157937940,5942,HTTP Request,502,Bad Gateway,Thread Group 1-238,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,127,127,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5942,0,1864
1676157938662,5220,HTTP Request,502,Bad Gateway,Thread Group 1-442,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,794,155,126,126,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5220,0,1598
1676157937986,5898,HTTP Request,502,Bad Gateway,Thread Group 1-316,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,126,126,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5898,0,1859
1676157943758,128,HTTP Request,502,Bad Gateway,Thread Group 1-564,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,794,155,126,126,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,128,0,0
1676157938336,5552,HTTP Request,502,Bad Gateway,Thread Group 1-578,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,802,155,125,125,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5552,0,1915
1676157939737,4157,HTTP Request,200,OK,Thread Group 1-77,text,true,,806,155,125,125,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4157,0,0
1676157938865,5031,HTTP Request,200,OK,Thread Group 1-558,text,true,,802,155,124,124,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5031,0,1492
1676157937879,6023,HTTP Request,200,OK,Thread Group 1-179,text,true,,810,155,124,124,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6023,0,1824
1676157939757,4187,HTTP Request,200,OK,Thread Group 1-54,text,true,,804,155,124,124,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4187,0,0
1676157938818,5140,HTTP Request,200,OK,Thread Group 1-910,text,true,,814,155,123,123,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5140,0,1519
1676157938107,5881,HTTP Request,200,OK,Thread Group 1-278,text,true,,804,155,123,123,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5881,0,1726
1676157938472,5523,HTTP Request,200,OK,Thread Group 1-414,text,true,,812,155,123,123,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5523,0,1700
1676157940445,3560,HTTP Request,200,OK,Thread Group 1-259,text,true,,812,155,123,123,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3560,0,0
1676157938690,5329,HTTP Request,502,Bad Gateway,Thread Group 1-897,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,792,155,122,122,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5329,0,1568
1676157938044,5975,HTTP Request,502,Bad Gateway,Thread Group 1-381,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,122,122,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5975,0,1862
1676157943889,135,HTTP Request,502,Bad Gateway,Thread Group 1-578,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,804,155,122,122,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,135,0,0
1676157937947,6083,HTTP Request,502,Bad Gateway,Thread Group 1-243,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,796,155,121,121,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6083,0,1851
1676157943897,151,HTTP Request,502,Bad Gateway,Thread Group 1-558,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,792,155,121,121,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,151,0,0
1676157943902,146,HTTP Request,502,Bad Gateway,Thread Group 1-179,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,796,155,121,121,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,146,0,0
1676157938612,5438,HTTP Request,502,Bad Gateway,Thread Group 1-802,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,802,155,119,119,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5438,0,1671
1676157939958,4092,HTTP Request,200,OK,Thread Group 1-41,text,true,,806,155,119,119,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4092,0,0
1676157937942,6108,HTTP Request,200,OK,Thread Group 1-231,text,true,,802,155,119,119,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6108,0,1851
1676157937956,6119,HTTP Request,502,Bad Gateway,Thread Group 1-260,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,118,118,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6119,0,1840
1676157939200,4875,HTTP Request,200,OK,Thread Group 1-510,text,true,,800,155,118,118,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4875,0,1376
1676157940506,3589,HTTP Request,200,OK,Thread Group 1-185,text,true,,806,155,118,118,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3589,0,0
1676157939138,4957,HTTP Request,200,OK,Thread Group 1-773,text,true,,796,155,118,118,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4957,0,1407
1676157938948,5147,HTTP Request,502,Bad Gateway,Thread Group 1-570,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,796,155,118,118,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5147,0,1267
1676157937963,6150,HTTP Request,502,Bad Gateway,Thread Group 1-297,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,117,117,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6150,0,1916
1676157943989,133,HTTP Request,502,Bad Gateway,Thread Group 1-278,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,117,117,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,133,0,0
1676157938817,5314,HTTP Request,200,OK,Thread Group 1-470,text,true,,806,155,116,116,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5314,0,1913
1676157940629,3516,HTTP Request,200,OK,Thread Group 1-358,text,true,,806,155,116,116,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3516,0,0
1676157944019,126,HTTP Request,502,Bad Gateway,Thread Group 1-381,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,794,155,116,116,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,126,0,0
1676157944030,142,HTTP Request,502,Bad Gateway,Thread Group 1-243,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,798,155,114,114,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,142,0,0
1676157938482,5694,HTTP Request,200,OK,Thread Group 1-426,text,true,,798,155,113,113,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5694,0,1699
1676157938185,5997,HTTP Request,200,OK,Thread Group 1-334,text,true,,808,155,113,113,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5997,0,1759
1676157938713,5475,HTTP Request,200,OK,Thread Group 1-752,text,true,,800,155,113,113,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5475,0,2119
1676157944078,133,HTTP Request,502,Bad Gateway,Thread Group 1-510,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,113,113,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,133,0,0
1676157938221,5997,HTTP Request,200,OK,Thread Group 1-382,text,true,,804,155,112,112,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5997,0,1746
1676157938539,5690,HTTP Request,200,OK,Thread Group 1-923,text,true,,804,155,112,112,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5690,0,1632
1676157944113,135,HTTP Request,502,Bad Gateway,Thread Group 1-297,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,800,155,112,112,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,135,0,0
1676157940815,3441,HTTP Request,200,OK,Thread Group 1-341,text,true,,800,155,111,111,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3441,0,0
1676157940875,3392,HTTP Request,200,OK,Thread Group 1-300,text,true,,800,155,110,110,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3392,0,0
1676157939469,4806,HTTP Request,200,OK,Thread Group 1-637,text,true,,808,155,109,109,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4806,0,1428
1676157944189,123,HTTP Request,502,Bad Gateway,Thread Group 1-752,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,792,155,109,109,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,123,0,0
1676157940867,3445,HTTP Request,200,OK,Thread Group 1-462,text,true,,806,155,109,109,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3445,0,0
1676157941072,3243,HTTP Request,200,OK,Thread Group 1-742,text,true,,808,155,107,107,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3243,0,0
1676157944176,142,HTTP Request,502,Bad Gateway,Thread Group 1-426,text,false,Msg_Erro: Poxa vida a api respondeu com outro status code!,794,155,106,106,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,142,0,0
1676157941143,3212,HTTP Request,200,OK,Thread Group 1-378,text,true,,824,155,105,105,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,3212,0,0
1676157940097,4261,HTTP Request,200,OK,Thread Group 1-59,text,true,,806,155,104,104,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,4261,0,0
1676157938297,6070,HTTP Request,200,OK,Thread Group 1-836,text,true,,806,155,103,103,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6070,0,1808
1676157938359,6046,HTTP Request,200,OK,Thread Group 1-480,text,true,,800,155,103,103,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,6046,0,1848
1676157938637,5768,HTTP Request,200,OK,Thread Group 1-964,text,true,,804,155,103,103,https://deckofcardsapi.com/api/deck/new/shuffle/?deck_count=1,5768,0,1584
